episode,total_reward,epsilon,buffer_size
192,-8.73,0.382,50000
193,-14.94,0.3801,50000
194,-27.21,0.3782,50000
195,-6.42,0.3763,50000
196,-15.62,0.3744,50000
197,-19.09,0.3725,50000
198,-17.89,0.3707,50000
199,-20.31,0.3688,50000
200,-9.93,0.367,50000
201,-10.47,0.3651,720
202,-20.14,0.3633,1440
203,-18.41,0.3615,2160
204,-22.45,0.3597,2880
205,-20.32,0.3579,3600
206,-8.9,0.3561,4320
207,-9.03,0.3543,5040
208,-11.82,0.3525,5760
209,-9.17,0.3508,6480
210,-13.21,0.349,7200
211,-14.38,0.3473,7920
212,-12.82,0.3455,8640
213,-9.27,0.3438,9360
214,-15.5,0.3421,10080
215,-20.57,0.3404,10800
216,-22.86,0.3387,11520
217,-11.39,0.337,12240
218,-10.16,0.3353,12960
219,-15.21,0.3336,13680
220,-16.65,0.332,14400
221,-9.15,0.3303,15120
222,-12.32,0.3286,15840
223,-11.37,0.327,16560
224,-14.23,0.3254,17280
225,-9.79,0.3237,18000
226,-9.98,0.3221,18720
227,-11.2,0.3205,19440
228,-13.77,0.3189,20160
229,-13.31,0.3173,20880
230,-8.87,0.3157,21600
231,-13.07,0.3141,22320
232,-10.25,0.3126,23040
233,-15.21,0.311,23760
234,-8.49,0.3095,24480
235,-11.29,0.3079,25200
236,-10.57,0.3064,25920
237,-12.01,0.3048,26640
238,-13.26,0.3033,27360
239,-9.61,0.3018,28080
240,-7.41,0.3003,28800
241,-19.17,0.2988,29520
242,-8.93,0.2973,30240
243,-10.65,0.2958,30960
244,-13.14,0.2943,31680
245,-12.13,0.2929,32400
246,-9.51,0.2914,33120
247,-7.12,0.2899,33840
248,-7.0,0.2885,34560
249,-8.56,0.287,35280
250,-7.99,0.2856,36000
251,-10.57,0.2842,36720
252,-14.36,0.2828,37440
253,-15.54,0.2813,38160
254,-10.75,0.2799,38880
255,-11.26,0.2785,39600
256,-10.5,0.2771,40320
257,-14.65,0.2758,41040
258,-13.42,0.2744,41760
259,-8.74,0.273,42480
260,-7.01,0.2716,43200
261,-13.93,0.2703,43920
262,-12.03,0.2689,44640
263,-11.67,0.2676,45360
264,-8.38,0.2663,46080
265,-15.49,0.2649,46800
266,-17.8,0.2636,47520
267,-7.79,0.2623,48240
268,-12.85,0.261,48960
269,-8.71,0.2597,49680
270,-7.83,0.2584,50000
271,-17.3,0.2571,50000
272,-9.06,0.2558,50000
273,-8.94,0.2545,50000
274,-11.64,0.2532,50000
275,-9.23,0.252,50000
276,-18.71,0.2507,50000
277,-9.47,0.2495,50000
278,-8.94,0.2482,50000
279,-15.73,0.247,50000
280,-27.19,0.2457,50000
281,-7.83,0.2445,50000
282,-12.02,0.2433,50000
283,-6.53,0.2421,50000
284,-10.84,0.2409,50000
285,-8.43,0.2397,50000
286,-10.99,0.2385,50000
287,-12.86,0.2373,50000
288,-10.63,0.2361,50000
289,-8.72,0.2349,50000
290,-14.65,0.2337,50000
291,-8.84,0.2326,50000
292,-8.11,0.2314,50000
293,-8.63,0.2302,50000
294,-9.55,0.2291,50000
295,-6.06,0.2279,50000
296,-10.49,0.2268,50000
297,-9.35,0.2257,50000
298,-7.33,0.2245,50000
299,-12.58,0.2234,50000
300,-8.68,0.2223,50000
301,-7.59,0.2212,50000
302,-7.58,0.2201,50000
303,-8.76,0.219,50000
304,-8.74,0.2179,50000
305,-7.09,0.2168,50000
306,-15.21,0.2157,50000
307,-9.86,0.2146,50000
308,-9.4,0.2136,50000
309,-9.09,0.2125,50000
310,-10.65,0.2114,50000
311,-10.54,0.2104,50000
312,-5.85,0.2093,50000
313,-9.17,0.2083,50000
314,-12.66,0.2072,50000
315,-8.02,0.2062,50000
316,-8.88,0.2052,50000
317,-9.31,0.2041,50000
318,-10.88,0.2031,50000
319,-11.79,0.2021,50000
320,-9.65,0.2011,50000
321,-11.5,0.2001,50000
322,-8.31,0.1991,50000
323,-7.82,0.1981,50000
324,-7.36,0.1971,50000
325,-7.5,0.1961,50000
326,-8.73,0.1951,50000
327,-8.2,0.1942,50000
328,-9.19,0.1932,50000
329,-8.85,0.1922,50000
330,-11.09,0.1913,50000
331,-14.4,0.1903,50000
332,-8.89,0.1893,50000
333,-15.28,0.1884,50000
334,-7.71,0.1875,50000
335,-17.61,0.1865,50000
336,-6.74,0.1856,50000
337,-7.98,0.1847,50000
338,-10.99,0.1837,50000
339,-6.82,0.1828,50000
340,-8.17,0.1819,50000
341,-9.68,0.181,50000
342,-10.0,0.1801,50000
343,-7.57,0.1792,50000
344,-9.85,0.1783,50000
345,-8.77,0.1774,50000
346,-11.3,0.1765,50000
347,-8.21,0.1756,50000
348,-9.69,0.1748,50000
349,-14.63,0.1739,50000
350,-6.95,0.173,50000
351,-9.62,0.1721,50000
352,-9.36,0.1713,50000
353,-8.36,0.1704,50000
354,-8.57,0.1696,50000
355,-7.95,0.1687,50000
356,-10.78,0.1679,50000
357,-13.29,0.167,50000
358,-10.01,0.1662,50000
359,-7.46,0.1654,50000
360,-10.83,0.1646,50000
361,-5.95,0.1637,50000
362,-6.93,0.1629,50000
363,-11.18,0.1621,50000
364,-7.75,0.1613,50000
365,-9.8,0.1605,50000
366,-6.04,0.1597,50000
367,-7.24,0.1589,50000
368,-8.49,0.1581,50000
369,-8.53,0.1573,50000
370,-10.82,0.1565,50000
371,-8.42,0.1557,50000
372,-6.25,0.1549,50000
373,-11.19,0.1542,50000
374,-6.71,0.1534,50000
375,-10.31,0.1526,50000
376,-12.31,0.1519,50000
377,-8.84,0.1511,50000
378,-9.65,0.1504,50000
379,-9.13,0.1496,50000
380,-6.94,0.1489,50000
381,-7.53,0.1481,50000
382,-7.68,0.1474,50000
383,-10.33,0.1466,50000
384,-9.69,0.1459,50000
385,-5.18,0.1452,50000
386,-9.63,0.1444,50000
387,-9.62,0.1437,50000
388,-12.23,0.143,50000
389,-7.2,0.1423,50000
390,-7.32,0.1416,50000
391,-6.92,0.1409,50000
392,-7.95,0.1402,50000
393,-8.09,0.1395,50000
394,-12.14,0.1388,50000
395,-8.86,0.1381,50000
396,-7.77,0.1374,50000
397,-8.79,0.1367,50000
398,-13.08,0.136,50000
399,-10.72,0.1353,50000
400,-5.92,0.1347,50000
401,-8.05,0.134,50000
402,-9.31,0.1333,50000
403,-7.88,0.1326,50000
404,-9.59,0.132,50000
405,-7.83,0.1313,50000
401,-9.29,0.134,720
402,-9.74,0.1333,1440
403,-10.75,0.1326,2160
404,-7.54,0.132,2880
405,-6.12,0.1313,3600
406,-14.78,0.1307,4320
407,-8.68,0.13,5040
408,-9.33,0.1294,5760
409,-11.9,0.1287,6480
410,-12.81,0.1281,7200
411,-12.01,0.1274,7920
412,-8.23,0.1268,8640
413,-7.46,0.1262,9360
414,-7.69,0.1255,10080
415,-8.39,0.1249,10800
416,-8.57,0.1243,11520
417,-7.2,0.1237,12240
418,-11.65,0.123,12960
419,-8.06,0.1224,13680
420,-8.63,0.1218,14400
421,-6.82,0.1212,15120
422,-18.37,0.1206,15840
423,-7.1,0.12,16560
424,-5.97,0.1194,17280
425,-9.3,0.1188,18000
426,-6.98,0.1182,18720
427,-5.83,0.1176,19440
428,-6.7,0.117,20160
429,-8.58,0.1164,20880
430,-8.71,0.1159,21600
431,-20.08,0.1153,22320
432,-6.62,0.1147,23040
433,-8.34,0.1141,23760
434,-7.47,0.1136,24480
435,-9.44,0.113,25200
436,-7.47,0.1124,25920
437,-6.62,0.1119,26640
438,-9.65,0.1113,27360
439,-8.82,0.1107,28080
440,-12.11,0.1102,28800
441,-6.46,0.1096,29520
442,-7.56,0.1091,30240
443,-5.17,0.1085,30960
444,-10.71,0.108,31680
445,-8.72,0.1075,32400
446,-7.34,0.1069,33120
447,-7.81,0.1064,33840
448,-7.89,0.1059,34560
449,-9.01,0.1053,35280
450,-8.91,0.1048,36000
451,-6.99,0.1043,36720
452,-7.24,0.1038,37440
453,-8.84,0.1032,38160
454,-9.49,0.1027,38880
455,-8.58,0.1022,39600
456,-7.53,0.1017,40320
457,-13.87,0.1012,41040
458,-7.37,0.1007,41760
459,-8.44,0.1002,42480
460,-9.98,0.0997,43200
461,-9.67,0.0992,43920
462,-7.49,0.0987,44640
463,-7.21,0.0982,45360
464,-9.08,0.0977,46080
465,-7.21,0.0972,46800
466,-10.73,0.0967,47520
467,-9.0,0.0962,48240
468,-7.86,0.0958,48960
469,-8.15,0.0953,49680
470,-6.44,0.0948,50000
471,-6.53,0.0943,50000
472,-6.38,0.0939,50000
473,-11.11,0.0934,50000
474,-7.71,0.0929,50000
475,-10.48,0.0925,50000
476,-8.02,0.092,50000
477,-9.42,0.0915,50000
478,-7.16,0.0911,50000
479,-13.88,0.0906,50000
480,-7.07,0.0902,50000
481,-11.16,0.0897,50000
482,-10.55,0.0893,50000
483,-8.61,0.0888,50000
484,-7.54,0.0884,50000
485,-7.85,0.0879,50000
486,-6.87,0.0875,50000
487,-7.5,0.0871,50000
488,-7.11,0.0866,50000
489,-14.06,0.0862,50000
490,-7.62,0.0858,50000
491,-9.56,0.0853,50000
492,-10.67,0.0849,50000
493,-6.87,0.0845,50000
494,-6.56,0.0841,50000
495,-11.46,0.0836,50000
496,-5.89,0.0832,50000
497,-9.07,0.0828,50000
498,-8.87,0.0824,50000
499,-8.6,0.082,50000
500,-8.12,0.0816,50000
501,-7.83,0.0812,50000
502,-11.8,0.0808,50000
503,-6.29,0.0804,50000
504,-9.04,0.08,50000
505,-10.34,0.0796,50000
506,-8.35,0.0792,50000
507,-8.98,0.0788,50000
508,-7.02,0.0784,50000
509,-5.69,0.078,50000
510,-7.31,0.0776,50000
511,-7.9,0.0772,50000
512,-9.38,0.0768,50000
513,-6.18,0.0764,50000
514,-9.24,0.076,50000
515,-6.95,0.0757,50000
516,-6.91,0.0753,50000
517,-10.94,0.0749,50000
518,-6.93,0.0745,50000
519,-8.15,0.0742,50000
520,-8.72,0.0738,50000
521,-6.28,0.0734,50000
522,-5.49,0.0731,50000
523,-6.66,0.0727,50000
524,-8.1,0.0723,50000
525,-5.53,0.072,50000
526,-9.15,0.0716,50000
527,-6.73,0.0712,50000
528,-8.58,0.0709,50000
529,-7.43,0.0705,50000
530,-6.76,0.0702,50000
531,-8.08,0.0698,50000
532,-9.51,0.0695,50000
533,-6.26,0.0691,50000
534,-6.13,0.0688,50000
535,-5.9,0.0684,50000
536,-6.2,0.0681,50000
537,-7.13,0.0678,50000
538,-6.37,0.0674,50000
539,-7.05,0.0671,50000
540,-6.67,0.0668,50000
541,-10.05,0.0664,50000
542,-11.03,0.0661,50000
543,-6.53,0.0658,50000
544,-9.07,0.0654,50000
545,-8.23,0.0651,50000
546,-10.24,0.0648,50000
547,-8.56,0.0645,50000
548,-5.77,0.0641,50000
549,-9.38,0.0638,50000
550,-6.45,0.0635,50000
551,-6.94,0.0632,50000
552,-7.3,0.0629,50000
553,-7.78,0.0625,50000
554,-6.1,0.0622,50000
555,-6.52,0.0619,50000
556,-10.89,0.0616,50000
557,-5.98,0.0613,50000
558,-6.22,0.061,50000
559,-11.15,0.0607,50000
560,-5.29,0.0604,50000
561,-6.34,0.0601,50000
562,-6.75,0.0598,50000
563,-6.81,0.0595,50000
564,-6.88,0.0592,50000
565,-8.31,0.0589,50000
566,-7.37,0.0586,50000
567,-6.75,0.0583,50000
568,-10.18,0.058,50000
569,-7.92,0.0577,50000
570,-7.21,0.0574,50000
571,-8.24,0.0571,50000
572,-11.49,0.0569,50000
573,-8.66,0.0566,50000
574,-7.62,0.0563,50000
575,-8.86,0.056,50000
576,-8.22,0.0557,50000
577,-6.7,0.0555,50000
578,-6.02,0.0552,50000
579,-8.16,0.0549,50000
580,-7.53,0.0546,50000
581,-7.66,0.0544,50000
582,-8.67,0.0541,50000
583,-7.92,0.0538,50000
584,-7.46,0.0535,50000
585,-6.72,0.0533,50000
586,-7.88,0.053,50000
587,-5.76,0.0527,50000
588,-7.38,0.0525,50000
589,-10.24,0.0522,50000
590,-8.5,0.052,50000
591,-8.42,0.0517,50000
592,-10.61,0.0514,50000
593,-6.33,0.0512,50000
594,-7.44,0.0509,50000
595,-7.35,0.0507,50000
596,-5.34,0.0504,50000
597,-5.41,0.0502,50000
598,-8.98,0.05,50000
599,-9.12,0.05,50000
600,-8.01,0.05,50000
601,-6.82,0.05,50000
602,-9.19,0.05,50000
603,-8.15,0.05,50000
604,-9.05,0.05,50000
605,-8.57,0.05,50000
606,-9.09,0.05,50000
607,-6.45,0.05,50000
608,-8.19,0.05,50000
609,-6.3,0.05,50000
610,-6.09,0.05,50000
611,-6.55,0.05,50000
612,-7.11,0.05,50000
613,-6.67,0.05,50000
614,-7.85,0.05,50000
615,-5.51,0.05,50000
616,-7.34,0.05,50000
617,-7.46,0.05,50000
618,-9.22,0.05,50000
619,-8.09,0.05,50000
620,-5.59,0.05,50000
621,-8.31,0.05,50000
622,-7.55,0.05,50000
623,-9.0,0.05,50000
624,-9.24,0.05,50000
625,-8.97,0.05,50000
626,-6.93,0.05,50000
627,-7.27,0.05,50000
628,-8.54,0.05,50000
629,-8.02,0.05,50000
630,-13.4,0.05,50000
631,-6.67,0.05,50000
632,-6.49,0.05,50000
633,-5.83,0.05,50000
634,-6.45,0.05,50000
635,-7.73,0.05,50000
636,-6.78,0.05,50000
637,-8.28,0.05,50000
638,-8.11,0.05,50000
639,-8.76,0.05,50000
640,-7.65,0.05,50000
641,-6.19,0.05,50000
642,-6.01,0.05,50000
643,-8.86,0.05,50000
644,-7.2,0.05,50000
645,-7.38,0.05,50000
646,-5.84,0.05,50000
647,-7.01,0.05,50000
648,-7.34,0.05,50000
649,-8.36,0.05,50000
650,-7.22,0.05,50000
651,-6.44,0.05,50000
652,-8.29,0.05,50000
653,-7.0,0.05,50000
654,-7.95,0.05,50000
655,-8.41,0.05,50000
656,-6.07,0.05,50000
657,-8.35,0.05,50000
658,-7.01,0.05,50000
659,-6.86,0.05,50000
660,-10.7,0.05,50000
661,-7.86,0.05,50000
662,-6.41,0.05,50000
663,-10.13,0.05,50000
664,-7.16,0.05,50000
665,-7.7,0.05,50000
666,-9.76,0.05,50000
667,-10.02,0.05,50000
668,-9.08,0.05,50000
669,-10.98,0.05,50000
670,-10.47,0.05,50000
671,-6.6,0.05,50000
672,-6.51,0.05,50000
673,-6.16,0.05,50000
674,-6.89,0.05,50000
675,-8.92,0.05,50000
676,-10.3,0.05,50000
677,-8.54,0.05,50000
678,-6.29,0.05,50000
679,-10.12,0.05,50000
680,-6.4,0.05,50000
681,-8.38,0.05,50000
682,-6.5,0.05,50000
683,-7.38,0.05,50000
684,-5.62,0.05,50000
685,-6.74,0.05,50000
686,-6.28,0.05,50000
687,-7.41,0.05,50000
688,-9.23,0.05,50000
689,-7.7,0.05,50000
690,-9.46,0.05,50000
691,-8.14,0.05,50000
692,-7.36,0.05,50000
693,-9.94,0.05,50000
694,-8.13,0.05,50000
695,-5.95,0.05,50000
696,-5.27,0.05,50000
697,-13.54,0.05,50000
698,-7.19,0.05,50000
699,-8.75,0.05,50000
700,-5.63,0.05,50000
701,-10.71,0.05,50000
702,-7.78,0.05,50000
703,-7.31,0.05,50000
704,-12.83,0.05,50000
705,-6.87,0.05,50000
706,-15.4,0.05,50000
707,-10.3,0.05,50000
708,-5.02,0.05,50000
709,-6.64,0.05,50000
710,-9.42,0.05,50000
711,-6.23,0.05,50000
712,-10.33,0.05,50000
713,-8.4,0.05,50000
714,-8.4,0.05,50000
715,-9.99,0.05,50000
716,-9.39,0.05,50000
717,-6.92,0.05,50000
718,-6.18,0.05,50000
719,-13.12,0.05,50000
720,-6.92,0.05,50000
721,-7.96,0.05,50000
722,-8.3,0.05,50000
723,-6.27,0.05,50000
724,-7.7,0.05,50000
725,-7.41,0.05,50000
726,-7.72,0.05,50000
727,-7.94,0.05,50000
728,-5.83,0.05,50000
729,-6.29,0.05,50000
730,-6.84,0.05,50000
731,-10.6,0.05,50000
732,-10.09,0.05,50000
733,-6.77,0.05,50000
734,-6.66,0.05,50000
735,-7.16,0.05,50000
736,-6.94,0.05,50000
737,-6.81,0.05,50000
738,-6.19,0.05,50000
739,-7.56,0.05,50000
740,-7.37,0.05,50000
741,-6.85,0.05,50000
742,-8.11,0.05,50000
743,-10.81,0.05,50000
744,-7.63,0.05,50000
745,-8.3,0.05,50000
746,-5.87,0.05,50000
747,-8.01,0.05,50000
748,-8.85,0.05,50000
749,-6.4,0.05,50000
750,-10.93,0.05,50000
751,-6.67,0.05,50000
752,-8.92,0.05,50000
753,-8.3,0.05,50000
754,-7.65,0.05,50000
755,-8.29,0.05,50000
756,-6.67,0.05,50000
757,-7.11,0.05,50000
758,-6.86,0.05,50000
759,-7.49,0.05,50000
760,-7.6,0.05,50000
761,-5.76,0.05,50000
762,-7.97,0.05,50000
763,-9.02,0.05,50000
764,-8.28,0.05,50000
765,-7.57,0.05,50000
766,-6.5,0.05,50000
767,-6.48,0.05,50000
768,-10.47,0.05,50000
769,-8.44,0.05,50000
770,-7.78,0.05,50000
771,-6.79,0.05,50000
772,-6.68,0.05,50000
773,-6.84,0.05,50000
774,-8.25,0.05,50000
775,-7.23,0.05,50000
776,-6.41,0.05,50000
777,-7.18,0.05,50000
778,-5.79,0.05,50000
779,-5.74,0.05,50000
780,-5.74,0.05,50000
781,-7.26,0.05,50000
782,-8.59,0.05,50000
783,-9.09,0.05,50000
784,-7.91,0.05,50000
785,-8.01,0.05,50000
786,-10.15,0.05,50000
787,-7.63,0.05,50000
788,-7.09,0.05,50000
789,-7.03,0.05,50000
790,-7.57,0.05,50000
791,-7.07,0.05,50000
792,-7.95,0.05,50000
793,-8.99,0.05,50000
794,-10.09,0.05,50000
795,-8.22,0.05,50000
796,-10.35,0.05,50000
797,-7.6,0.05,50000
798,-6.94,0.05,50000
799,-5.65,0.05,50000
800,-6.91,0.05,50000
801,-6.64,0.05,50000
802,-15.07,0.05,50000
803,-8.52,0.05,50000
804,-9.63,0.05,50000
805,-7.19,0.05,50000
806,-7.59,0.05,50000
807,-9.99,0.05,50000
808,-6.94,0.05,50000
809,-5.67,0.05,50000
810,-8.21,0.05,50000
811,-6.55,0.05,50000
812,-7.28,0.05,50000
813,-6.32,0.05,50000
814,-7.63,0.05,50000
815,-8.77,0.05,50000
816,-10.13,0.05,50000
817,-6.37,0.05,50000
818,-7.07,0.05,50000
819,-6.94,0.05,50000
820,-7.46,0.05,50000
821,-7.11,0.05,50000
822,-8.24,0.05,50000
823,-5.75,0.05,50000
824,-7.47,0.05,50000
825,-10.33,0.05,50000
826,-5.46,0.05,50000
827,-8.36,0.05,50000
828,-8.56,0.05,50000
829,-6.28,0.05,50000
830,-7.08,0.05,50000
831,-6.93,0.05,50000
832,-6.68,0.05,50000
833,-8.21,0.05,50000
834,-11.41,0.05,50000
835,-7.47,0.05,50000
836,-6.63,0.05,50000
837,-7.28,0.05,50000
838,-6.12,0.05,50000
839,-6.35,0.05,50000
840,-10.21,0.05,50000
841,-8.08,0.05,50000
842,-9.16,0.05,50000
843,-5.65,0.05,50000
844,-8.24,0.05,50000
845,-183.9,0.05,50000
846,-6.81,0.05,50000
847,-7.53,0.05,50000
848,-5.61,0.05,50000
849,-7.22,0.05,50000
850,-9.63,0.05,50000
851,-8.0,0.05,50000
852,-9.71,0.05,50000
853,-9.86,0.05,50000
854,-7.06,0.05,50000
855,-7.61,0.05,50000
856,-5.79,0.05,50000
857,-7.02,0.05,50000
858,-6.39,0.05,50000
859,-6.9,0.05,50000
860,-6.12,0.05,50000
861,-8.22,0.05,50000
862,-12.02,0.05,50000
863,-8.81,0.05,50000
864,-6.32,0.05,50000
865,-10.84,0.05,50000
866,-8.53,0.05,50000
867,-7.09,0.05,50000
868,-11.36,0.05,50000
869,-6.8,0.05,50000
870,-9.18,0.05,50000
871,-5.57,0.05,50000
872,-10.87,0.05,50000
873,-7.98,0.05,50000
874,-7.48,0.05,50000
875,-9.86,0.05,50000
876,-5.61,0.05,50000
877,-6.67,0.05,50000
878,-9.1,0.05,50000
879,-8.66,0.05,50000
880,-9.2,0.05,50000
881,-8.18,0.05,50000
882,-5.68,0.05,50000
883,-7.96,0.05,50000
884,-9.48,0.05,50000
885,-13.06,0.05,50000
886,-10.9,0.05,50000
887,-9.43,0.05,50000
888,-9.86,0.05,50000
889,-5.66,0.05,50000
890,-7.51,0.05,50000
891,-8.35,0.05,50000
892,-6.54,0.05,50000
893,-5.75,0.05,50000
894,-6.5,0.05,50000
895,-8.81,0.05,50000
896,-7.55,0.05,50000
897,-8.88,0.05,50000
898,-10.29,0.05,50000
899,-8.27,0.05,50000
900,-8.17,0.05,50000
901,-8.16,0.05,50000
902,-10.35,0.05,50000
903,-6.99,0.05,50000
904,-13.1,0.05,50000
905,-10.02,0.05,50000
906,-8.17,0.05,50000
907,-8.12,0.05,50000
908,-6.81,0.05,50000
909,-9.51,0.05,50000
910,-8.03,0.05,50000
911,-6.85,0.05,50000
912,-10.41,0.05,50000
913,-9.42,0.05,50000
914,-6.17,0.05,50000
915,-9.47,0.05,50000
916,-9.97,0.05,50000
917,-8.84,0.05,50000
918,-9.09,0.05,50000
919,-6.0,0.05,50000
920,-7.39,0.05,50000
921,-6.49,0.05,50000
922,-7.18,0.05,50000
923,-9.45,0.05,50000
924,-7.89,0.05,50000
925,-10.33,0.05,50000
926,-6.4,0.05,50000
927,-6.53,0.05,50000
928,-8.67,0.05,50000
929,-5.75,0.05,50000
930,-7.37,0.05,50000
931,-8.7,0.05,50000
932,-7.8,0.05,50000
933,-6.84,0.05,50000
934,-6.35,0.05,50000
935,-6.92,0.05,50000
936,-6.83,0.05,50000
937,-8.27,0.05,50000
938,-7.09,0.05,50000
939,-7.39,0.05,50000
940,-9.17,0.05,50000
941,-7.64,0.05,50000
942,-6.74,0.05,50000
943,-7.41,0.05,50000
944,-7.56,0.05,50000
945,-8.28,0.05,50000
946,-9.05,0.05,50000
947,-8.62,0.05,50000
948,-8.12,0.05,50000
949,-8.45,0.05,50000
950,-7.96,0.05,50000
951,-5.86,0.05,50000
952,-5.92,0.05,50000
953,-7.55,0.05,50000
